JID,Year,Injury,Drunk,Medical_Fee,Care_Fee,Work_Loss,Fault_Ratio,Verdict_Total,Mental_Damage,Injury_Level,Court_KMEV,Court_KSEV,Court_NHEV,Court_PCEV,Court_SCDV,Court_SJEV,Court_SLEV,Court_TNEV,Court_TYEV,Court_臺灣南投地方法院,Court_臺灣嘉義地方法院,Court_臺灣基隆地方法院,Court_臺灣士林地方法院,Court_臺灣宜蘭地方法院,Court_臺灣屏東地方法院,Court_臺灣彰化地方法院,Court_臺灣新北地方法院,Court_臺灣新竹地方法院,Court_臺灣桃園地方法院,Court_臺灣橋頭地方法院,Court_臺灣澎湖地方法院,Court_臺灣臺中地方法院,Court_臺灣臺北地方法院,Court_臺灣臺南地方法院,Court_臺灣臺東地方法院,Court_臺灣花蓮地方法院,Court_臺灣苗栗地方法院,Court_臺灣雲林地方法院,Court_臺灣高等法院,Court_臺灣高雄地方法院,Medical_Fee_log,Care_Fee_log,Work_Loss_log,Mental_Damage_log
"PCDV,113,簡上,630,20250425,1",113,傷害,0,0,0,0,0.0,0,30953,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.340257510472705
"PCDV,113,簡上,77,20240626,1",113,傷害,1,0,0,0,0.0,17700,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.61587214452889
"PCDV,113,簡上附民移簡,26,20241127,1",113,傷害,0,17356,0,0,0.0,44851,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.761751162220882,0.0,0.0,9.90353755128617
"PCDV,113,簡上附民移簡,81,20250122,1",113,傷害,0,29850,0,0,0.0,387378,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.303973619097128,0.0,0.0,9.210440366976517
"PCDV,113,訴,2102,20250428,1",113,傷害,0,50770,0,0,0.0,154054,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.835080604418726,0.0,0.0,10.819798284210286
"PCDV,114,小上,102,20251112,2",114,傷害,0,15000,0,0,0.0,2250,72250,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.61587214452889,0.0,0.0,11.187901446709345
"PCDV,114,小上,104,20251120,1",114,傷害,0,22000,0,0,0.0,2250,106867,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.99884318585288,0.0,0.0,11.579349707018011
"PCDV,114,簡上,153,20251226,2",114,重傷,0,0,4371652,8375413,0.0,2028376,300000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,15.29065175641873,15.940811067289463,12.611541086966115
"PCDV,114,簡上,213,20250926,1",114,傷害,0,7555,0,69000,0.0,0,105000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.9300972286214,0.0,11.141876276228,11.561725152903833
"PCDV,114,簡上,25,20250813,1",114,傷害,0,0,60000,891226,0.0,0,589000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.002116507732017,13.700354443926038,13.286183160425152
"PCEV,110,板簡,2000,20240206,3",110,重傷,0,968224,1357066,0,0.0,968224,400000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.783219777265712,14.120836311216445,0.0,12.899222326086994
"PCEV,110,板簡,2601,20240426,1",110,傷害,0,37014,0,4137196,0.0,239004,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.519078514877199,0.0,15.235529063357417,11.918397239722838
"PCEV,110,板簡,2634,20230223,2",110,重傷,0,91644,1233678,7543752,0.0,6134132,500000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.425677696405948,14.025511319948238,15.836230361508099,13.122365377402328
"PCEV,110,板簡,2826,20230217,1",110,傷害,0,0,0,88141,0.0,203328,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,11.38670442931167,9.61587214452889
"PCEV,111,板小,3653,20230113,1",111,傷害,0,1385,0,2400,50.0,1000,33000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.234177179749849,0.0,7.783640596221253,10.404293143019792
"PCEV,111,板小,4456,20230202,2",111,傷害,0,430,0,5760,0.0,10800,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.066108090103747,0.0,8.658866349732383,9.210440366976517
"PCEV,111,板小,4873,20230328,1",111,傷害,0,97920,0,0,0.0,43000,49500,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.491916310112307,0.0,0.0,10.809748150372926
"PCEV,111,板簡,1137,20230105,2",111,重傷,0,38047,76000,0,0.0,161774,200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.546603799490509,11.23850177707664,0.0,12.206077645517674
"PCEV,111,板簡,1169,20230428,1",111,重傷,0,762131,223200,0,0.0,189863,100000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.543875048012943,12.315827989765994,0.0,11.51293546492023
"PCEV,111,板簡,116,20230630,2",111,傷害,0,75985,72000,0,0.0,75985,90000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.23830439177331,11.184435286790631,0.0,11.407576060361786
"PCEV,111,板簡,1188,20230428,1",111,傷害,0,300818,0,0,0.0,176610,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.614264033956621,0.0,0.0,10.308985993422082
"PCEV,111,板簡,1222,20231006,1",111,傷害,0,628121,80000,435610,0.0,0,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.35048969409877,11.289794413577894,12.984504922247355,11.918397239722838
"PCEV,111,板簡,1331,20231110,2",111,傷害,1,37049,0,0,0.0,35399,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.520023630724232,0.0,0.0,9.61587214452889
"PCEV,111,板簡,1365,20230301,2",111,傷害,0,250014,0,0,0.0,17846,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.429276195044455,0.0,0.0,11.51293546492023
"PCEV,111,板簡,1373,20230210,1",111,傷害,0,0,0,0,0.0,296654,120000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.695255355062795
"PCEV,111,板簡,1420,20240528,1",111,死亡,0,42418,83600,846515,0.0,0,600000,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.655351654054858,11.33381076072374,13.648884381735234,13.304686600863562
"PCEV,111,板簡,1427,20231027,1",111,傷害,0,0,563720,0,0.0,313126,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,13.242314727234193,0.0,11.918397239722838
"PCEV,111,板簡,1443,20230131,1",111,重傷,0,2126863,278000,0,0.0,2012365,1400000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.570159152316792,12.535379989788607,0.0,14.151983508870947
"PCEV,111,板簡,1464,20240111,2",111,重傷,0,7000,454264,0,0.0,0,500000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.853808274977197,13.026436007177173,0.0,13.122365377402328
"PCEV,111,板簡,1469,20230411,1",111,重傷,0,133694,2514210,566920,0.0,0,600000,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.803316365232927,14.73746959460245,13.247975243196594,13.304686600863562
"PCEV,111,板簡,1509,20230601,1",111,傷害,0,143009,213400,221714,0.0,454466,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.87066983686698,12.270928303874424,12.309148052314283,12.206077645517674
"PCEV,111,板簡,1563,20230329,1",111,傷害,0,271282,125200,1054154,70.0,1614151,603450,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.510917835423127,11.737675724836684,13.868250056094885,13.310420123182793
"PCEV,111,板簡,1658,20230831,1",111,傷害,0,483625,0,1104584,0.0,1459363,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.089067159718432,0.0,13.914980256780703,12.206077645517674
"PCEV,111,板簡,1720,20230607,1",111,重傷,0,13898,162372,0,50.0,572587,200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.539572174084759,11.997651436729992,0.0,12.206077645517674
"PCEV,111,板簡,1811,20231215,2",111,死亡,0,1000000,0,0,0.0,0,360000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.815511557963774,0.0,0.0,12.793862088206213
"PCEV,111,板簡,1811,20231215,3",111,傷害,0,161882,48400,65899,30.0,113317,130000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.99462913106419,10.78727575364831,11.095893720490599,11.775297421715827
"PCEV,111,板簡,1820,20231208,1",111,傷害,0,30631,8400,0,0.0,1990,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.32980049315713,9.036106025364846,0.0,9.210440366976517
"PCEV,111,板簡,1827,20230714,1",111,重傷,0,9232758,12260000,0,0.0,14448530,2000000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16.03826847838876,16.321852570038406,0.0,14.508658238524095
"PCEV,111,板簡,1884,20230217,2",111,傷害,0,0,0,0,0.0,12000,12000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.392745258631441
"PCEV,111,板簡,1958,20230112,3",111,傷害,0,192198,30000,617880,0.0,2858,90000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.166286572591162,10.308985993422082,13.334051161264115,11.407576060361786
"PCEV,111,板簡,2010,20240126,3",111,死亡,0,428219,0,0,0.0,428219,2992203,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.967392361193168,0.0,0.0,14.911520797570413
"PCEV,111,板簡,2029,20230705,1",111,傷害,0,540,2500,2623616,30.0,2721883,1000000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.293419278846481,7.824445930877619,14.780064458027013,13.815511557963774
"PCEV,111,板簡,2039,20230428,1",111,傷害,0,313104,0,0,0.0,58477,12000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.654293876525857,0.0,0.0,9.392745258631441
"PCEV,111,板簡,2097,20240119,1",111,傷害,0,445128,0,343781,0.0,432478,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.006119406779524,0.0,12.74776301453932,11.51293546492023
"PCEV,111,板簡,2150,20230203,2",111,重傷,0,0,72000,0,0.0,992288,400000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.184435286790631,0.0,12.899222326086994
"PCEV,111,板簡,2153,20230505,1",111,傷害,0,48815,0,140380,0.0,220600,1700000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.795813406956452,0.0,11.85211543378091,14.346139397261565
"PCEV,111,板簡,2186,20230526,1",111,傷害,0,350,0,605704,0.0,779569,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.860786223465865,0.0,13.31414834784664,11.918397239722838
"PCEV,111,板簡,2197,20230113,1",111,傷害,0,246132,24000,179679,0.0,344756,612870,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.413627319222229,10.085850775128717,12.09893276997227,13.325909752315878
"PCEV,111,板簡,2204,20230428,1",111,重傷,0,130641,222700,1917851,0.0,2066157,200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.780216036773947,12.313585343581135,14.466716367736048,12.206077645517674
"PCEV,111,板簡,2259,20230113,1",111,傷害,0,1390,0,12000,0.0,158017,130000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.237778191923443,0.0,9.392745258631441,11.775297421715827
"PCEV,111,板簡,2403,20230224,2",111,傷害,0,88297,1200,180000,0.0,319809,722000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.38847273627891,7.0909098220799835,12.100717685412471,13.489781802915555
"PCEV,111,板簡,2456,20231031,1",111,傷害,0,3334656,66000,102000,0.0,0,300000,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.019880383466871,11.097425172408931,11.532737896139919,12.611541086966115
"PCEV,111,板簡,2541,20230310,1",111,傷害,0,32251,0,0,0.0,32251,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.381335335804913,0.0,0.0,9.61587214452889
"PCEV,111,板簡,2583,20240329,1",111,重傷,0,2081879,5200,72338,0.0,508719,350000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.548781889608374,8.556606193773073,11.189118681799815,12.765691290604371
"PCEV,111,板簡,2585,20230105,2",111,傷害,0,2816,0,2700,0.0,17960,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.943427767876373,0.0,7.901377353792616,9.210440366976517
"PCEV,111,板簡,2593,20230526,2",111,傷害,0,0,14400,13200,0.0,169907,120000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,9.575052927597383,9.488047863280759,11.695255355062795
"PCEV,111,板簡,2599,20230223,1",111,傷害,0,83174,0,0,0.0,235992,140000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.328702100886677,0.0,0.0,11.849404844423074
"PCEV,111,板簡,2603,20230321,1",111,傷害,0,0,0,0,0.0,39343,90000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.407576060361786
"PCEV,111,板簡,2607,20230324,1",111,傷害,0,86177,0,0,0.0,25602,35000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.364170203659878,0.0,0.0,10.463131911491967
"PCEV,111,板簡,2683,20230111,1",111,重傷,0,1281264,4019625,500,0.0,6212411,6000000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.063358429117399,15.206699421441325,6.2166061010848646,15.607270193858982
"PCEV,111,板簡,2700,20230505,1",111,傷害,0,157318,0,0,0.0,157318,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.966030870054656,0.0,0.0,9.61587214452889
"PCEV,111,板簡,2712,20230512,1",111,死亡,1,0,0,0,65.0,500000,1000000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,13.815511557963774
"PCEV,111,板簡,2723,20230614,1",111,傷害,0,107141,2370000,0,0.0,566413,3803586,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.58191033642518,14.678400935052153,0.0,15.151455126826884
"PCEV,111,板簡,2814,20230626,1",111,傷害,0,63780,0,0,0.0,63780,35000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.063210619337342,0.0,0.0,10.463131911491967
"PCEV,111,板簡,2817,20230301,2",111,傷害,0,95308,160800,392700,0.0,728793,350000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.464879523798148,11.987922854613139,12.880803787035994,12.765691290604371
"PCEV,111,板簡,2820,20230314,1",111,傷害,0,2458,0,0,0.0,0,230000,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.807510042216193,0.0,0.0,12.345838935721968
"PCEV,111,板簡,2883,20230301,1",111,傷害,0,0,0,0,0.0,400000,279000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.53897064502647
"PCEV,111,板簡,2909,20230411,1",111,傷害,0,0,40000,59500,0.0,0,30000,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,10.596659732783579,10.993748398115178,10.308985993422082
"PCEV,111,板簡,2941,20240724,1",111,傷害,0,619675,257400,1675620,0.0,2361128,1497571,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.336952039783258,12.458390459140501,14.331694400800545,14.219355687949484
"PCEV,111,板簡,2961,20230308,1",111,重傷,0,196173,450000,192000,0.0,690054,500000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.186757299493195,13.017005083966255,12.165255859329688,13.122365377402328
"PCEV,111,板簡,3023,20230331,1",111,傷害,0,22050,0,0,0.0,100527,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.001113231320568,0.0,0.0,11.289794413577894
"PCEV,111,板簡,567,20230224,1",111,重傷,0,2009947,229600,0,0.0,2009947,1250000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.513619409053842,12.34409829881876,0.0,14.038654909278163
"PCEV,111,板簡,789,20230310,1",111,傷害,0,68366,66000,0,0.0,197553,400000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.132645531050882,11.097425172408931,0.0,12.899222326086994
"PCEV,111,板簡,808,20231201,2",111,傷害,0,1000,0,0,0.0,352988,500000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.90875477931522,0.0,0.0,13.122365377402328
"PCEV,111,板簡,952,20240927,1",111,傷害,0,246079,0,199278,0.0,196559,110000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.413411965299415,0.0,12.202461131858437,11.608244735642321
"PCEV,112,板小,1037,20230712,1",112,傷害,0,31630,0,0,0.0,70023,36000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.361892931354786,0.0,0.0,10.491301994830229
"PCEV,112,板小,1054,20230705,2",112,傷害,0,0,0,13033,0.0,15967,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,9.475316606892326,9.61587214452889
"PCEV,112,板小,1097,20230607,1",112,傷害,0,4325,0,5001,0.0,32316,61000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.372398606513004,0.0,8.517593111437565,11.0186455364637
"PCEV,112,板小,1297,20230818,2",112,傷害,0,0,0,0,0.0,36570,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.210440366976517
"PCEV,112,板小,1402,20230714,1",112,傷害,0,0,0,0,0.0,2392,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"PCEV,112,板小,1453,20230707,1",112,傷害,0,0,0,0,0.0,34786,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.210440366976517
"PCEV,112,板小,2259,20230830,1",112,傷害,0,450,0,0,0.0,13511,43412,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.111467339502679,0.0,0.0,10.678514214406102
"PCEV,112,板小,2436,20230928,2",112,傷害,0,6350,0,55800,0.0,86650,21532,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.756367559802975,0.0,10.929547069355774,9.977341921106609
"PCEV,112,板小,2462,20231124,1",112,傷害,0,3670,0,0,0.0,18868,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.208219383496834,0.0,0.0,9.61587214452889
"PCEV,112,板小,2527,20231027,1",112,傷害,0,10800,0,0,0.0,10800,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.287394001418473,0.0,0.0,9.210440366976517
"PCEV,112,板小,2629,20230914,1",112,傷害,0,2935,0,0,0.0,11468,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.984803389734406,0.0,0.0,9.90353755128617
"PCEV,112,板小,2847,20231005,1",112,傷害,0,61300,0,8100,0.0,5620,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.023551435004947,0.0,8.999742789830492,9.90353755128617
"PCEV,112,板小,2924,20231101,1",112,傷害,0,4665,0,6050,0.0,65853,130000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.448057452581375,0.0,8.707978826622321,11.775297421715827
"PCEV,112,板小,3213,20231115,1",112,傷害,0,730,0,0,0.0,27023,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.594413459749778,0.0,0.0,9.90353755128617
"PCEV,112,板小,3368,20231031,1",112,傷害,0,0,0,0,0.0,23662,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.210440366976517
"PCEV,112,板小,3825,20231213,1",112,傷害,0,0,0,0,0.0,5975,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"PCEV,112,板小,4590,20240207,1",112,傷害,0,33834,0,0,0.0,52844,52134,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.429251048666325,0.0,0.0,10.861591787223693
"PCEV,112,板小,4827,20240313,1",112,傷害,0,0,0,0,0.0,51150,97500,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.487617913343598
"PCEV,112,板小,4830,20240528,1",112,傷害,0,0,0,0,0.0,6000,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.61587214452889
"PCEV,112,板小,4919,20240217,1",112,傷害,0,570,20000,50000,0.0,7711,40000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3473892096560105,9.90353755128617,10.819798284210286,10.596659732783579
"PCEV,112,板小,616,20230503,1",112,傷害,0,0,0,0,0.0,1000,32000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.373522431293592
"PCEV,112,板小,89,20230607,1",112,傷害,0,197,0,0,30.0,15484,70000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.288267030694535,0.0,0.0,11.156264806643742
"PCEV,112,板簡,1093,20230915,1",112,死亡,0,0,0,0,0.0,0,1500000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,14.220976332738882
"PCEV,112,板簡,1140,20231027,1",112,傷害,0,79656,0,0,0.0,123081,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.285485195971242,0.0,0.0,11.51293546492023
"PCEV,112,板簡,1164,20230831,1",112,傷害,0,79394,79200,163332,0.0,232669,650000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.282190672960198,11.279744203985432,12.003546340600291,13.384729180332174
